District,Season,season_temporal,transplant_month,growth_start_month,harvest_start_month,temp_diurnal_range,temp_mean,gdd_proxy,svp_proxy,vpd_proxy,humidity_mid,season_sin,season_cos,area_log,area_x_diurnal,temp_x_humidity,Season_enc,Crop Name_enc,Transplant_enc,Growth_enc,Harvest_enc,District_enc,AP Ratio
Rajshahi,Rabi,0,3.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,7.762596048540069,23500.0,1200.0,2,10,7,20,10,53,3.968510638
Rangamati,Rabi,0,5.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,6.313548046277095,5510.0,1200.0,2,10,8,20,10,54,3.141560799
Rangpur,Rabi,0,11.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,5.771441123130016,3200.0,1200.0,2,10,9,20,10,55,2.61875
Satkhira,Rabi,0,4.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,6.68586094706836,8000.0,1200.0,2,10,0,20,10,56,4.53375
Shariatpur,Rabi,0,5.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,7.0909098220799835,12000.0,1200.0,2,10,8,20,10,57,1.671666667
Sherpur,Rabi,0,8.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,5.993961427306569,4000.0,1200.0,2,10,1,20,10,58,3.225
Sirajganj,Rabi,0,4.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,5.860786223465865,3500.0,1200.0,2,10,0,20,10,59,3.965714286
Sunamganj,Rabi,0,3.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,5.993961427306569,4000.0,1200.0,2,10,7,20,10,60,3.1075
Sylhet,Rabi,0,4.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,6.523562306149512,6800.0,1200.0,2,10,0,20,10,61,3.192647059
Tangail,Rabi,0,6.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,7.223295679562314,13700.0,1200.0,2,10,6,20,10,62,2.239416058
Thakurgaon,Rabi,0,12.0,9.0,2.0,10.0,20.0,10.0,2.3390469163992624,0.935618766559705,60.0,0.0,1.0,5.017279836814924,1500.0,1200.0,2,10,2,20,10,63,3.706666667
Bagerhat,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.643789733147672,10738.0,1275.0,1,11,11,26,7,0,6.221642764
Bandarban,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.4638318050256105,3290.0,1275.0,1,11,11,26,7,1,2.889361702
Barguna,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.0238805208462765,2114.0,1275.0,1,11,11,26,7,2,5.397350993
Barishal,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.068425588244111,6034.0,1275.0,1,11,11,26,7,3,3.475638051
Bhola,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.730099782973574,4298.0,1275.0,1,11,11,26,7,4,3.267100977
Bogura,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.963189985870238,14784.0,1275.0,1,11,11,26,7,5,6.039772727
Brahmanbaria,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.184148890937483,6776.0,1275.0,1,11,11,26,7,6,8.853305785
Chandpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.814130531825066,4676.0,1275.0,1,11,11,26,7,7,4.329341317
Chapai Nawabganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.7226297948554485,11620.0,1275.0,1,11,11,26,7,8,4.457831325
Chattogram,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.613818684808629,28350.0,1275.0,1,11,11,26,7,9,5.399012346
Chuadanga,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.430707082545968,23604.0,1275.0,1,11,11,26,7,10,4.898576512
CoxsBazar,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.749392985908253,4382.0,1275.0,1,11,11,26,7,11,3.766773163
Cumilla,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.033506484287697,15862.0,1275.0,1,11,11,26,7,12,6.350397176
Dhaka,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.748759547491679,11928.0,1275.0,1,11,11,26,7,13,6.0
Dinajpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.821242083523558,34888.0,1275.0,1,11,11,26,7,14,9.72070626
Faridpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.363028103540465,8106.0,1275.0,1,11,11,26,7,15,2.813471503
Feni,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,4.532599493153256,1288.0,1275.0,1,11,11,26,7,16,6.141304348
Gaibandha,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.20050917404269,6888.0,1275.0,1,11,11,26,7,17,6.048780488
Gazipur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.839476438228843,13062.0,1275.0,1,11,11,26,7,18,7.663451233
Gopalganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.440946540632921,8764.0,1275.0,1,11,11,26,7,19,5.707667732
Habiganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.29156913955832,7546.0,1275.0,1,11,11,26,7,20,7.779220779
Jamalpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.145196134997171,17738.0,1275.0,1,11,11,26,7,21,8.429360695
Jashore,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,8.51919119407891,70126.0,1275.0,1,11,11,26,7,22,4.941106009
Jhallokati,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.634789603169249,3906.0,1275.0,1,11,11,26,7,23,3.279569892
Jhenaidah,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.536363938404511,26236.0,1275.0,1,11,11,26,7,24,5.628601921
Joypurhat,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.983936280687191,5544.0,1275.0,1,11,11,26,7,25,6.929292929
Khagrachari,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.306275286948016,7658.0,1275.0,1,11,11,26,7,26,4.096892139
Khulna,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.447305862541213,8820.0,1275.0,1,11,11,26,7,27,7.279365079
Kishoreganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.073044534100405,6062.0,1275.0,1,11,11,26,7,28,5.498845266
Kurigram,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.368187186350492,8148.0,1275.0,1,11,11,26,7,29,7.075601375
Kushtia,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.902742737158593,13916.0,1275.0,1,11,11,26,7,30,6.142857143
Lakshmipur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.123963979403259,2338.0,1275.0,1,11,11,26,7,31,4.54491018
Lalmonirhat,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.001245622069476,15358.0,1275.0,1,11,11,26,7,32,8.84958979
Madaripur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,4.110873864173311,840.0,1275.0,1,11,11,26,7,33,5.35
Magura,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.3612921657094255,2968.0,1275.0,1,11,11,26,7,34,4.287735849
Manikganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.251903883165888,7252.0,1275.0,1,11,11,26,7,35,5.513513514
Meherpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.4999765409521215,25298.0,1275.0,1,11,11,26,7,36,12.76425014
Moulvibazar,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.077642243349034,6090.0,1275.0,1,11,11,26,7,37,5.593103448
Munshiganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.20455776256869,6916.0,1275.0,1,11,11,26,7,38,3.170040486
Mymensingh,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.878912912297133,36960.0,1275.0,1,11,11,26,7,39,8.433712121
Naogaon,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.105786129481271,17052.0,1275.0,1,11,11,26,7,40,6.646962233
Narail,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.8805329864007,4998.0,1275.0,1,11,11,26,7,41,5.473389356
Narayanganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.966146739123692,5446.0,1275.0,1,11,11,26,7,42,3.804627249
Narsingdi,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.537334267018537,3542.0,1275.0,1,11,11,26,7,43,4.225296443
Natore,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.504288173536645,9338.0,1275.0,1,11,11,26,7,44,7.625187406
Netrokona,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.045005314036012,5894.0,1275.0,1,11,11,26,7,45,6.722090261
Nilphamari,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.2633296174768365,19964.0,1275.0,1,11,11,26,7,46,10.77068724
Noakhali,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.700443573390687,4172.0,1275.0,1,11,11,26,7,47,4.003355705
Pabna,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.095893221097532,16884.0,1275.0,1,11,11,26,7,48,7.55721393
Panchagar,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.853299093186078,13244.0,1275.0,1,11,11,26,7,49,5.808668076
Patuakhali,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,4.6443908991413725,1442.0,1275.0,1,11,11,26,7,50,3.737864078
Pirojpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.1903154058531475,6818.0,1275.0,1,11,11,26,7,51,3.205338809
Rajbari,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.0825485693553,16660.0,1275.0,1,11,11,26,7,52,6.742016807
Rajshahi,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.388946097618437,22638.0,1275.0,1,11,11,26,7,53,9.176252319
Rangamati,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,5.730099782973574,4298.0,1275.0,1,11,11,26,7,54,4.631921824
Rangpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.636752112435779,29008.0,1275.0,1,11,11,26,7,55,6.564671815
Satkhira,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.948897222313312,14574.0,1275.0,1,11,11,26,7,56,7.923150817
Shariatpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,4.727387818712341,1568.0,1275.0,1,11,11,26,7,57,14.09821429
Sherpur,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.576469569048224,10038.0,1275.0,1,11,11,26,7,58,8.193863319
Sirajganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.628041376179533,10570.0,1275.0,1,11,11,26,7,59,6.901986755
Sunamganj,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.386879319362645,8302.0,1275.0,1,11,11,26,7,60,9.822934233
Sylhet,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.802394763324311,12586.0,1275.0,1,11,11,26,7,61,6.165739711
Tangail,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,7.385851078125209,22568.0,1275.0,1,11,11,26,7,62,10.19230769
Thakurgaon,Kharif 2,2,9.0,10.0,2.0,14.0,17.0,7.0,1.9383638408527206,0.48459096021318016,75.0,-0.8660254037844385,-0.5000000000000004,6.561030665896573,9884.0,1275.0,1,11,11,26,7,63,7.804532578
Bagerhat,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.828641396489095,270.0,1197.0,1,12,10,21,20,0,2.088888889
Bandarban,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,1.6094379124341003,24.0,1197.0,1,12,10,21,20,1,1.25
Barguna,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.2188758248682006,144.0,1197.0,1,12,10,21,20,2,1.916666667
Bhola,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.709530201312334,660.0,1197.0,1,12,10,21,20,4,2.790909091
Bogura,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.003946305945459,888.0,1197.0,1,12,10,21,20,5,5.5
Brahmanbaria,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.091042453358316,126.0,1197.0,1,12,10,21,20,6,1.523809524
Chandpur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.091042453358316,126.0,1197.0,1,12,10,21,20,7,4.047619048
Chattogram,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.9318256327243257,300.0,1197.0,1,12,10,21,20,9,3.46
Chuadanga,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.30406509320417,438.0,1197.0,1,12,10,21,20,10,3.739726027
CoxsBazar,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,1.9459101490553132,36.0,1197.0,1,12,10,21,20,11,1.666666667
Cumilla,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,60.0,1197.0,1,12,10,21,20,12,2.5
Dhaka,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,6.023447592961033,2472.0,1197.0,1,12,10,21,20,13,7.410194175
Dinajpur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.087596335232384,966.0,1197.0,1,12,10,21,20,14,2.118012422
Faridpur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.4965075614664802,192.0,1197.0,1,12,10,21,20,15,2.0
Gaibandha,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.087596335232384,966.0,1197.0,1,12,10,21,20,17,2.155279503
Gazipur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.9889840465642745,318.0,1197.0,1,12,10,21,20,18,3.811320755
Jamalpur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.673323267171493,1740.0,1197.0,1,12,10,21,20,21,4.182758621
Jashore,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.962844630259907,852.0,1197.0,1,12,10,21,20,22,3.373239437
Jhenaidah,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.143134726391533,372.0,1197.0,1,12,10,21,20,24,3.451612903
Joypurhat,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.8501476017100584,276.0,1197.0,1,12,10,21,20,25,3.760869565
Khagrachari,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,60.0,1197.0,1,12,10,21,20,26,2.0
Khulna,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.1354942159291497,132.0,1197.0,1,12,10,21,20,27,1.954545455
Kishoreganj,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.713572066704308,240.0,1197.0,1,12,10,21,20,28,3.125
Kurigram,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.343805421853684,456.0,1197.0,1,12,10,21,20,29,2.118421053
Kushtia,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.543294782270004,558.0,1197.0,1,12,10,21,20,30,3.182795699
Lakshmipur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,1.3862943611198906,18.0,1197.0,1,12,10,21,20,31,2.333333333
Lalmonirhat,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.624972813284271,606.0,1197.0,1,12,10,21,20,32,3.821782178
Magura,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.1354942159291497,132.0,1197.0,1,12,10,21,20,34,3.454545455
Manikganj,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,7.161622002939187,7728.0,1197.0,1,12,10,21,20,35,6.946428571
Meherpur,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.5263605246161616,198.0,1197.0,1,12,10,21,20,36,5.212121212
Moulvibazar,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,2.0794415416798357,42.0,1197.0,1,12,10,21,20,37,5.0
Mymensingh,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.351858133476067,1260.0,1197.0,1,12,10,21,20,39,3.447619048
Naogaon,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.23410650459726,408.0,1197.0,1,12,10,21,20,40,4.764705882
Narail,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.4339872044851463,180.0,1197.0,1,12,10,21,20,41,2.366666667
Narayanganj,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.871201010907891,282.0,1197.0,1,12,10,21,20,42,1.893617021
Narsingdi,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,0.6931471805599453,6.0,1197.0,1,12,10,21,20,43,1.0
Natore,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.1588830833596715,378.0,1197.0,1,12,10,21,20,44,3.222222222
Netrokona,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,2.3978952727983707,60.0,1197.0,1,12,10,21,20,45,3.0
Nilphamari,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.6913478822291435,648.0,1197.0,1,12,10,21,20,46,3.75
Noakhali,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.258096538021482,150.0,1197.0,1,12,10,21,20,47,2.92
Pabna,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,6.0867747269123065,2634.0,1197.0,1,12,10,21,20,48,7.544419134
Panchagar,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,5.308267697401205,1206.0,1197.0,1,12,10,21,20,49,3.243781095
Rajbari,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,3.970291913552122,312.0,1197.0,1,12,10,21,20,52,3.923076923
Rajshahi,Kharif 2,2,10.0,11.0,3.0,6.0,18.0,8.0,2.0646650340955413,0.6916627864220063,66.5,-0.8660254037844385,-0.5000000000000004,4.727387818712341,672.0,1197.0,1,12,10,21,20,53,4.660714286
